电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,Column1
从克格勃到俄罗斯偶像——普京,2865000,28000,138000,11000,35000,历史人文,9,716,, 全2集,0,133,简介：揭开尘封在浩瀚历史中的往事，秘话一段段跌宕起伏的传奇故事。
空中猛龙,186000,981,177000,55,244,军事科技,暂无评分,评分人数不足,, 全2集,0,2,简介：朝鲜战争期间中国空军如何与当时世界一流的美国空军展开较量？我国歼10战机的研发又有哪些不为人知的艰难困苦？
特种兵之火凤凰,36828000,598000,111000,15000,70000,战争,8.1,1426,, 全48集,6,358,简介：为了应对现代化战争的需要，我军决定成立一支女子特种部队——代号为“火凤凰”的雷电突击队。曾经有过一段不堪回首往事的硬汉雷战（徐佳 饰）受命担任突击队的队长。在此之后，清华高材生叶寸心（刘晓洁 饰）、亚洲跆拳道锦标赛亚军沈兰妮（安雅萍 饰）、实战经验丰富的何璐（杨舒 饰）、来自大凉山的彝族姑娘曲比阿卓（闪嘉晨 饰）、多才多艺聪敏机智的唐笑笑（甘露 饰）、俏皮可爱的田果（郭艳 饰）、化学系在读大学生欧阳倩（童苡萱 饰）和智力体能全面拔尖的教导员谭晓琳（程愫 饰）等有着不同经历和背景的女子相继云集到雷战的麾下。在这...
我们的法兰西岁月,2114000,61000,48000,12000,29000,剧情历史,9.9,1057,, 全31集,3,339,简介：故事发生在二十世纪初叶。为探索救国救民真理，周恩来（朱亚文饰）、邓希贤（钟秋饰）等一批进步青年来到法国勤工俭学，邓希贤因学费不够，被校方劝退，从此，他和伙伴们开始了异国他乡的工读生活。1921年，周恩来、赵世炎（李梁饰）等成立巴黎共产主义小组，陈延年兄弟俩在他们感召下开始信奉马克思主义。北洋军阀停止供给留法学生，蔡和森（张念骅饰）带人到驻法公使馆请愿，遭到警察镇压。在不断斗争中，蔡和森与向警予（吕夏饰）结为革命伴侣，蔡畅（吴晓丹饰）和李富春（刘智扬饰）也喜结连理。由于里昂大学拒收勤工俭学的中国学生，赵世...
普京的政坛谜棋：王车换位,513000,6564,177000,685,2067,人文,暂无评分,评分人数不足,, 全2集,0,13,简介：普京的20年将会给俄罗斯带来什么样的奇迹呢？为了实现欧亚一体化的强国之梦，俄罗斯又将遭遇哪些挑战呢？这位“铁腕总统”将如何领导俄罗斯冲出重围？
朝鲜战争下的历史真相,1904000,9,177000,1715,4116,历史军事,8.1,192,, 全2集,1,39,简介：志愿军火力猛击，敌方只好节节败退 李承晚集团谋求利益，敌方内部矛盾重重 215号坦克英勇奋战，打的敌方哑口无言 王牌军“白虎团”一夜之间全团覆没 志愿军继续奋进，占领各个高地 李承晚集团梦想破灭，只得停战 本期揭秘——朝鲜战争下的历史真相。
不容淡忘的伤痛历史,163000,393,177000,161,380,军事历史,暂无评分,评分人数不足,, 全2集,0,3,简介：抗战初期，日本对中国多个大城市进行了战略轰炸。空前的大劫难让难以计数的无辜平民遇难，尸横遍野，惨绝人寰。这是日本军国主义残酷杀害、摧残中国人民的血债。这段难以回首的记忆，给中国人民带来了无尽的痛苦，也带来了抗战到底的坚定决心。
1974西沙海战,668000,8045,177000,1816,2532,军事历史,9.6,152,, 全2集,0,35,简介：1974年在我国南海边防的西沙群岛曾发生过怎样的激烈海战？我海军如何应对敌方强劲的火力武装？未经沙场的年轻战士们如何誓死捍卫祖国领土？
日本和平宪法始末,122000,15,177000,97,305,历史,暂无评分,评分人数不足,, 全2集,0,5,简介：揭开尘封在浩瀚历史中的往事，秘话一段段跌宕起伏的传奇故事。
一个改写民国历史的女人,201000,1046,177000,71,290,历史人文,暂无评分,评分人数不足,, 全2集,0,1,简介：揭开尘封在浩瀚历史中的往事，秘话一段段跌宕起伏的传奇故事。
萨达姆的末日倒计时,609000,6050,177000,394,1222,人文,暂无评分,评分人数不足,, 全4集,0,9,简介：《萨达姆的末日倒计时》精彩不容错过。美国在“9.11事件”后为何将矛头指向萨达姆？美伊战争爆发前美国中央情报局提供了怎样至关重要的信息？导致萨达姆败局的关键因素是什么？
衡阳会战,509000,6193,177000,879,2025,历史军事,暂无评分,评分人数不足,, 全3集,0,11,简介：为何衡阳会战被称作是东条英机最为疯狂的作战计划？不过数十平方公里的弹丸小城，为何能够彻底颠覆日本的军政核心？敌我兵力5比1的巨大悬殊，中国守军能否完成不可能完成的任务？
台北故宫,1094000,9744,48000,6968,2911,人文历史,暂无评分,评分人数不足,, 全40集,无,无,简介：《台北故宫》涉及历史和当代，重在展现中国上下五千年来人类文明的发展，以及历史文化的流迁。台北故宫保存着中国历代帝王数百年来苦心积聚的千年艺术珍宝，是整个中华民族五千年文明史的缩影。《台北故宫》告诉给你的不仅仅是一些故事，一些情感，还有一声感叹和很多的期待。
俄罗斯人质危机下的普京,1901000,24000,177000,2993,10000,社会历史,9.4,325,, 全4集,0,38,简介：面对危机，俄罗斯铁腕总统普京曾如何应对？莫斯科剧院和别斯兰人质事件后，俄罗斯民众为何又对普京争议不断？
五星天皇麦克阿瑟,1956000,10000,177000,2476,12000,人文历史,9.5,204,, 全4集,1,72,简介：揭开尘封在浩瀚历史中的往事，秘话一段段跌宕起伏的传奇故事。
明妃传,129000,326,177000,87,200,人文历史,暂无评分,评分人数不足,, 全3集,0,1,简介：电视剧《女医明妃传》再一次掀起了全民追剧的热潮，该剧除了讲医道医术，还涉及明朝中期的皇位斗争，对当时的思想文化、社会风俗也多有展示，开启了一部明朝两任皇帝交替动荡年代的传奇故事。剑拔弩张的皇太后孙氏真是弑杀人母的刽子手还是另有隐情？大名鼎鼎的王振到底凭借什么深得龙宠？两位皇帝在权利的游戏面前是否还顾得上手足之情？到底影视剧和明朝这一时期史实相差几何？
蜡像馆奇妙夜,284000,800,7393,446,551,人文社会,暂无评分,评分人数不足,,0,5,简介：本片介质小孩子的视角拍摄了蜡像馆的白天和黑夜。世界最具娱乐性的蜡像馆！,
卡尔·拉格斐：孤独的时尚大帝,2123000,4084,75000,5088,4381,人文社会,9.5,251,,0,68,简介：本纪录片将卡尔的生活和工作，设计服装、珠宝等所有的细节都展露无遗。不仅如此，在片中卡尔还谈到了他对爱情的看法，以及对于童年的回忆等等，完全的本色表现，让观众全方位、近距离的了解到了一个真实的老佛爷。,
熊猫人,3500000,33000,49000,14000,19000,青春情感剧情,8.1,330,, 全30集,2,152,简介：2030年的都市，一个以虎哥、残狼（刘畊宏 饰）为首的残天集团到处危害百姓，而且还在秘密研制非法杀人武器。警察局探长李奥（周杰伦 饰）携部下与之对抗，未能将其剿灭，手下大将陈警探（言承旭 饰）也险些丧命。每到关键时刻，总有一个熊猫人（宇豪 饰）出来维持正义，这个新英雄也成为城市的保护神，甚至还有了追随者，一个天生神力的乡下小子（弹头 饰）。在音乐学院里，有一个活泼老师的江小语（江语晨 饰），因为学院来了一个大帅哥安格而为之倾心，殊不知，一个男孩潘达早已暗恋她很久，他其实就是熊猫人。他曾是孤儿院赞助商（曾志伟 饰...
默克尔：不可估量的前程,180000,435,8771,424,1607,人文社会,暂无评分,评分人数不足,,0,3,简介：揭秘安格拉·默克尔。,
迪奥，大秀的秘密,4552000,787,18000,1007,3781,人文,暂无评分,评分人数不足,,0,4,简介：每年巴黎时装周的头两个月，品牌就会召集设计师超模，技术人员一起筹备这次登台，本片展示了大秀背后的各种准备工作和小秘密。,
手工作坊的秘密,167000,793,5828,262,495,人文,暂无评分,评分人数不足,,0,9,简介：探寻法国的工匠精神，看看世界级别的手工艺大师如何用木头玻璃皮革以及其他你能想象的材料缔造了路易威登，尚美巴黎等一系列品牌地。,
克里斯汀·迪奥 : 失乐园里的雅致,431000,695,46000,1431,7465,人文历史,暂无评分,评分人数不足,,0,4,简介：短短10年的时间，克里斯迪奥就树立了世界顶级奢饰品，1947年是时尚历史的里程碑，女装革命的新纪元。本片记录了品牌创始人的成长经历，父母对他本人审美的影响。,
龙卷风走廊2,758000,1646,5399,617,862,自然灾难,暂无评分,评分人数不足,, 全12集,0,11,简介：想象一个有史以来最强大的风暴击中一个人口稠密的城市。这就是龙卷风走廊。惊人的快
地球的秘密,821000,1808,11000,790,1239,自然科技,暂无评分,评分人数不足,, 全9集,0,4,简介：如果地球的重力比火星低，那树木可以长到多高？我们未来的淘金热会不会是在月球上？本系列将对自己的星球展开一个更宽泛的新研究，告诉你一些闻所未闻的新事物。
精卫填海,3736000,70000,56000,4207,15000,武侠古装情感神话,9.6,426,, 全33集,0,155,简介：炎帝（郝一平 饰）在取得灭魔之战胜利时，遭伏魔突然袭击，被压在镇魔石下。伏魔天神义和（张天舒 饰）盗得炎帝日光神镜，杀死刑天（吴奇隆 饰）击伤夸父（温海波 饰），受伤的夸父救走刑天的儿子后羿（李解 饰），逃往北极冥海之下。刑天死前神力已凝在后羿体內，将来只有后羿能战胜义和。义和欺骗众神说炎帝乃被刑天压在炎谷中，将有千年之劫。偷梁换柱的义和成为神界天帝，但对逃走的夸父和后羿一直心存恐惧。他隐瞒內心罪恶，表面上对炎帝女儿精卫（舒畅 饰）疼爱有加，风神西王母（贾娅 饰）怕精卫横遭不测，一直将她带在滛池。千年之后，...
编剧室,26000,19,4086,123,215,人文社会,暂无评分,评分人数不足,, 全6集,1,0,简介：由奥斯卡获奖吉姆拉什主演。加入我们讨论观众的最爱：电视！进入到为数不多的人进过的地方--电视上最大最受欢迎的编剧室。更有《绝命毒师》《权利的游戏》《美国恐怖故事》的幕后团队揭示美剧背后的故事和内幕。以惊人的启示和坦率的评论为观众提供了一个制作完美剧集的前所未见的内幕。
走过路过莫错过,24000,66,163,82,153,情感,暂无评分,评分人数不足,, 全20集,0,0,简介：根据湘籍作家何顿的小说《就那么回事》改编，以侯清清、侯菲菲两个姐妹花、和七个男人的情感故事为主线，讲述一个死了都要爱的感人故事。三十岁的候清清终于摆脱了8年前强奸她而成为她丈夫的“恶棍阔少”李志斌，拿到离婚证书，回家的路上却被小偷偷走手袋……当地“小混混”林南俊对美丽可爱的候清清一见钟情，并与兄弟们打赌要泡上候清清。林南俊为了帮清清追回手袋而得罪了小偷帮……表面玩世不恭、桀骜不驯的林南俊对朋友有情有义，对母亲孝感动天；然而，为了生存，他混迹江湖，带着三个弟兄过着打打杀杀的日子。遇到侯清清后，他青涩的情...
被盗的莎士比亚,25000,42,2238,55,165,人文历史,暂无评分,评分人数不足,,0,0,简介：1998年，一份非常重要的英语语言出版物的复印件，在达勒姆大学被盗。十年过去了，一个奇怪的图书出版商试图劝说世界，相信他没有偷这个复印件。本剧讲述的是一个人如何把一页纸变成莎士比亚的剧作背后的故事。这个电影将带给我们一个在华盛顿和古巴的奇妙之旅。同时了解古代商人雷蒙德.司高德，是怎么得到，并且卖掉莎士比亚珍贵手稿的复印件背后的故事。,
