电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
纽约机密,104000,242,8662,518,2144,社会,暂无评分,评分人数不足,已完结, 全5集,0,4,简介：本系列纪录片探讨了纽约那些构成语言、文化、民族和信仰万花筒的地区，寻找纯粹的纽约精神和能量。哈莱姆，布鲁克林，住宅区，市中心，布朗克斯，这些都是耳熟能详的地名。电影和文学也许给我们留下了关于这些地区的印象，但在过去十年里，这些地区一直在稳步发展。剧中既有杰出人物，也有普通人民，他们都是周围环境不可或缺的一部分。他们向我们展示了一些独特的、被遗忘的地方，以及邻里生活的智慧之处。,,,,,,,,,,,,
职业意特女,198000,71,3069,76,1723,社会,暂无评分,评分人数不足,已完结，共1集,0,0,简介：意特女，英文为It Girl，它起源于1927年的美国无声片《意特（It）》，该影片的中文译名为《攀上枝头》，意特所指的是片中女主角那份性感迷人的魅力，这种魅力是语言难以表达的、意义独特的。女主角扮演者克拉拉·鲍由此被称为意特女，她也是这个一直流传至今的名词之鼻祖。在整个20世纪的美国，意特女常被用来命名那些体现时代风尚、独具美学精神的非典型姑娘，并逐渐成为了一种西方的文化现象。影片介绍了意特女的历史和发展，以及网络年代意特女的独特性，剖析了这种社会现象的本源，还向大家介绍了几位近代知名的意特女。,,,,,,,,,,,,,
长寿秘诀,111000,204,5881,147,2010,人文社会科技,暂无评分,评分人数不足,已完结，共1集,0,2,简介：长寿，是遥不可及还是近在咫尺;又到底因为什么才使人长寿？是基因，又或是最基本的饮食？本部纪录片将带领您走进一个遥远的村落，探寻不为人知的长寿秘密。那里的人们有着矮小的身材，身体里却隐藏着巨大的秘密。有时真相不止是表面，甚至有违常理。科学家们对此孜孜不倦地探索，为科学界以及全人口提供了线索。您将看到基因对于寿命的影响，通过简单生命体看到生长激素对复杂哺乳动物的影响。老生常谈的话题背后是全人类无法避免的现实--衰老。,,,,,,,,,,,,,
握手言欢 问候方式都市发展史,17000,8,1156,38,1022,人文社会,暂无评分,评分人数不足,已完结，共1集,0,2,简介：握手最初是一种信任的表现。我们伸出手表明手上没有携带任何武器。今天所有人都在握手。一种十七世纪由黑奴创造，随后象征着黑人社区，说唱和美国体育的手势是如何最终出现在奥巴马的就职仪式上的？ 奥巴马这个拳头碰拳头的动作背后是一段悠久的文化历史，这与黑豹党在20世纪60年代提出呼吁在美国结束种族隔离时的手势相同。这些手势继承了奴隶解放的标志，告诉世界他们的手将不再被束缚。它是一种在美国黑人解放的各个阶段出现的非语言交流形式。让我们通过这部纪录片，了解这种代表解放的手势如何成为一种都市礼节。,,,,,,,,,,,,,
画中有话,409000,1177,59000,2011,6320,人文历史,暂无评分,评分人数不足,已完结, 全20集,0,19,简介：二十集名画赏析节目《画中有话》，融合精美的现代动画技术，让绘画史上的不朽名作变得鲜活灵动、光彩四溢。这是一场视觉的盛宴，更是对艺术史的全新探索。从中世纪的宗教画，到文艺复兴时期的人文主义，再到近代的各种艺术流派，《画中有话》带您进行深度的历史、美学探索，解析名画中的每一处细节，直击与名画交相辉映的时代精神，揭开名画背后的历史隐秘。快来加入这场穿越时光的寻美之旅，每一幅画都是对人类文明成果的永恒见证。,,,,,,,,,,,,
粉丝如这般,361000,624,5390,421,2261,社会,暂无评分,评分人数不足,已完结，共1集,0,5,简介：粉丝已经是家喻户晓的一个团体，研究粉丝的人也越来越多，即粉丝学。但是长久以来，无论是现实还是影视作品中，粉丝给大众留有的印象往往是疯狂甚至病态的。但其实我们身边的每一个人都有可能是个粉丝，而且粉丝现象并不是新出现的，早在十九世纪人们对歌剧演唱家就有表达出了超越理性的喜爱。很多粉丝都才华横溢，同人小说、同人视频、粉丝艺术、角色扮演等，粉丝们通过这些方式来表达自己对某些作品的喜爱。他们已经成为流行文化背后真正的推动力，通过自己满腔的热爱定义了如今的流行文化。本纪录片将揭开粉丝这个团体的神秘面纱。,,,,,,,,,,,,,
伊夫·圣罗兰的手稿,115000,514,19000,792,3370,人文历史,暂无评分,评分人数不足,已完结，共1集,0,9,简介：伊夫·圣罗兰，法国历史上最伟大的设计师之一，在同名品牌创建后，从1962年至2002年，他每年会为他的品牌打造两个高级定制系列。而这些高级定制的背后，是一幅又一幅由圣罗兰本人亲自绘画的手稿。本片将最有代表性的几幅手稿展现在圣罗兰生前最亲密的同事和伙伴面前，让我们从他们的口中了解圣罗兰这个品牌的前世今生。,,,,,,,,,,,,,
警告-俄罗斯和美国情报机构是如何在环境问题上合作的,42000,48,2514,83,1512,社会,暂无评分,评分人数不足,已完结，共1集,0,3,简介：冷战时期，美苏两国除了军备竞赛以外，少不了的还有“情报竞赛”。而冷战结束后，这些在冷战时期积累下来的珍贵记录不成想竟成为了研究气候变化的关键资料。为了能让这些资料发挥出其应有的作用，克林顿当选总统后，在副总统艾尔·戈尔的支持下，通过与俄罗斯情报部门合作，“美狄亚”计划正式成立——其意在专门从美俄两国的情报入手，研究几十年来气候变化的规律。美狄亚计划研究的成果如何？他留给了今天的人们哪些启示？如此有意义的项目为何被迫中止？当今世界，人们又面临着那些生态危机和气象灾害呢？,,,,,,,,,,,,,
家用录像系统的变革,20000,87,1037,74,96,科技社会,暂无评分,评分人数不足,已完结，共1集,0,5,简介：你可知道，在没有DVD的年代，在不能从网上下载的年代，人们是如何在家里观看电影的？答案是录像机。在20世纪80年代，索尼公司制造的Betamax诞生了，这种家庭录制系统（VHS）迅速发展并蔓延到世界各地的家庭中。但在给人们带来了极大便利的同时，它又几经波折，出于各种原因，遭到各方面的阻挠甚至被法律所限制。但最终这些问题都抵不过它所带来的极大便利以及高额的利润，开始无拘无束的在市场售卖并逐渐走向正规化。如今，除了录像带收藏者们那里，家庭录制系统（VHS）已经难觅其迹，录像带也已成为了那一代人最美好的记忆。,,,,,,,,,,,,,
玛格丽特公主：王室叛逆,375000,2130,16000,469,3721,人文社会历史,暂无评分,评分人数不足,已完结, 全2集,0,1,简介：如果你的姐姐是英国女王，你会怎么做？玛格丽特公主是具有反叛精神的王室成员，她定义了现代公主的形象。影片将介绍与她有关的丑闻、浪漫故事及伤心事，讲述这位先锋人物如何为戴安娜王妃铺平道路。玛格丽特的一生跨越了一段前所未有的动荡时期，无论是对于君主制还是对于整个社会都是如此。这是关于玛格丽特公主的真实故事，这位现代先锋拒绝传统，并且重新定义了王室形象。,,,,,,,,,,,,
检控署的故事 第二季,31000,117,4328,132,1376,人文社会罪案,暂无评分,评分人数不足,已完结, 全3集,1,1,简介：获得英国电影和电视艺术学院奖提名的纪录片强势回归。这部影片将深入英国的皇家检察署，调查令人不安的刑事案件，并且对案件进行审判。一名越南青少年被发现在一家修甲店非法打工。她坚持说她的老板是想要帮助她，但她能保护她的雇主吗？在另一个案件中，检察官试图追捕一群匪徒，这群匪徒通过无人机向监狱偷运武器。这是一部引人注意但又会令人不安的影片，它将揭示隐藏的犯罪网络和幕后的诉讼程序。,,,,,,,,,,,,
维多利亚女王和她的九个孩子,374000,4839,21000,511,4387,人文社会历史,暂无评分,评分人数不足,已完结, 全3集,0,6,简介：这是关于维多利亚女王的故事。这位寡妇常常一袭黑衣，她不得不在公众的关注下养大她的9个孩子。维多利亚女王和阿尔伯特亲王对彼此非常忠诚，他们非常看重皇室成员的角色。但是当阿尔伯特亲王去世后，维多利亚女王成为了一位单亲（职业）妈妈。《维多利亚女王和她的9个孩子》讲述了维多利亚在丈夫去世后的悲痛心情，她承担起自己的皇室角色，不仅要照顾她的家庭，还要照顾所有公众。这部影片将揭示维多利亚女王引人注目的公众形象背后的紧张情绪。,,,,,,,,,,,,
天才伦勃朗：晚年杰作,148000,483,21000,833,3174,人文历史,暂无评分,评分人数不足,已完结，共1集,0,11,简介：在艺术史学家西蒙·沙玛看来，伦勃朗是有史以来最伟大的艺术家。在这部美丽的影片中，研究伦勃朗的领先专家走近这位荷兰艺术家面对老年挑战时的最后作品。在去世前的几年，他还在寻找一种全新的艺术语言描绘衰老时的喜悦和痛苦。衰老并没有削弱他的创造力，在他生命的最后岁月，甚至还凝聚了新的创作能量。伦勃朗的晚年生活颠沛流离，遭受着疾病、贫穷和失去亲人的痛苦。但是在这种痛苦中，他依然创作出了美丽精致的作品；而且，尽管被当时的社会认为不入流甚至怪异，但他最后的作品却充满了激情、创新和深刻的自我反省。这部影片拍摄于风景如画...,,,,,,,,,,,,,
治疗鲨鱼：恐怖鲨鱼,108000,348,2606,106,2078,动物,暂无评分,评分人数不足,已完结, 全2集,0,2,简介：世界自由潜水冠军塔妮娅·斯特里特尝试着勇于面对她对鲨鱼的恐惧。她已经迈出了战胜恐惧的第一步，就是和一些所谓“友好”的鲨鱼共游。塔妮娅计划通过与几种名声更差的鲨鱼一起游泳，来加深她对鲨鱼习性的认识。来到巴哈马群岛后，她见到了一些巨大的铰口鲨，一大群饥饿的岩礁鲨，还有一条看起来很凶残的柠檬鲨。而她要面对的终极挑战，则是与一条以吃人而闻名的鲨鱼——传说中的的虎鲨，一起游泳。,,,,,,,,,,,,
西蒙·金的设得兰岛日记,22000,73,843,112,3071,自然动物,暂无评分,评分人数不足,已完结, 全3集,0,0,简介：拍摄《大猫日记》的西蒙·金将背景从非洲大草原换作设德兰群岛的粗狂美。设德兰群岛远离苏格兰海岸，以拥有美丽的风景和大量地野生动植物而闻名。从多岩石的悬崖到肥沃的农田，从沙丘到遍布石南属植物的山丘，风景变化多端，美得夺人心魄，为英国一些最不同的野生动植物提供了一个宏伟壮丽的家园。西蒙·金和他的太太玛格丽特以及他们的小女儿萨瓦娜居家搬迁到一个与世隔绝的小屋，完全在设德兰岛自然气候条件下生活。在两年多的时间里，西蒙和他家人遇见了大量的野生动物，并参加了当地社区传统活动和宗教仪式。这一魅力非凡的系列纪录片将令人...,,,,,,,,,,,,
西蒙·沙玛的莎士比亚研究,61000,188,8409,316,614,人文历史社会,暂无评分,评分人数不足,已完结, 全2集,0,2,简介：西蒙·沙玛研究威廉·莎士比亚的人生和他所处的时代，让观众对史上最伟大的戏剧有了新的认识。第一集，沙玛发现莎士比亚在他的历史剧中塑造的丰满的国家形象至今仍然影响和激励着人们，他不仅呈现了为取悦观众对镜梳妆的国王和王后，还展示了乡绅、小偷、普通妓女，当然还有英格兰的标志性和不敬的化身——约翰·福斯塔夫爵士。第二集分析了莎士比亚对国王的态度，以及他的伟大悲剧《哈姆雷特》、《麦克白》和《李尔王》，揭示了皇室面具下的真相和普通大众的真相。由朱迪·丹奇、西蒙·罗素·比尔、托拜厄斯·门齐斯、罗杰·阿拉姆和哈里特·沃尔特等演...,,,,,,,,,,,,
